funny,beautiful,ingenious,courageous,longwinded,confusing,informative,fascinating,unconvincing,persuasive,jaw_dropping,ok,obnoxious,inspiring,total,positive,negative,talk_id
4,17,237,7,13,3,163,193,12,29,154,28,3,108,971,912,31,1097
69,32,111,35,204,68,566,171,359,346,15,490,73,351,2890,1696,704,1098
8,41,4,160,16,10,74,27,18,97,18,29,5,222,729,651,49,1099
22,399,30,496,10,2,63,147,8,107,108,20,4,1001,2417,2373,24,1100
549,15,80,42,120,57,231,93,300,58,25,303,106,148,2127,1241,583,1101
54,563,127,524,83,21,590,717,97,695,147,191,53,2355,6217,5772,254,1102
7,31,85,100,72,26,502,315,77,577,94,84,42,311,2323,2022,217,1103
401,54,275,17,70,38,62,93,149,25,33,136,80,59,1492,1019,337,1104
20,33,25,13,21,22,63,32,48,111,19,55,5,187,654,503,96,1105
13,21,141,16,17,3,109,111,14,78,45,41,29,122,760,656,63,1106
194,18,137,55,89,80,173,155,194,220,40,102,55,118,1630,1110,418,1107
13,22,89,56,10,14,114,97,13,58,74,11,7,303,881,826,44,1108
0,6,10,66,23,7,98,23,11,206,6,25,3,163,647,578,44,1109
8,480,233,8,8,14,364,879,6,39,669,37,3,224,2972,2904,31,1110
0,115,3,26,4,2,5,6,8,21,9,31,19,84,333,269,33,1111
1,9,276,30,6,11,498,364,31,364,272,38,6,234,2140,2048,54,1112
6,69,13,38,2,1,7,21,1,14,20,9,1,105,307,293,5,1113
1,2,167,8,3,7,85,42,24,36,27,23,7,73,505,441,41,1114
258,217,474,519,68,36,432,685,322,1070,104,120,101,1302,5708,5061,527,1115
5,11,14,158,14,13,600,104,24,279,110,95,9,63,1499,1344,60,1116
25,33,72,389,21,16,1430,202,37,1210,284,38,20,516,4293,4161,94,1117
42,37,118,40,40,13,930,281,20,390,53,123,22,227,2336,2118,95,1118
41,43,106,19,35,32,146,193,44,10,32,92,24,40,857,630,135,1119
23,7,106,16,17,16,135,80,24,59,29,26,10,102,650,557,67,1120
33,135,123,62,72,52,408,534,132,362,51,215,18,745,2942,2453,274,1121
11,44,209,10,79,11,384,342,45,55,223,80,20,154,1667,1432,155,1122
59,74,14,349,14,2,24,93,13,52,112,28,9,479,1322,1256,38,1123
20,120,41,1659,25,4,359,175,21,382,154,46,4,960,3970,3870,54,1124
11,64,11,108,10,2,90,50,16,176,25,27,7,400,997,935,35,1125
96,273,522,67,9,8,103,316,7,100,258,31,30,576,2396,2311,54,1126
29,17,363,9,18,5,333,266,14,40,66,55,12,81,1308,1204,49,1127
17,124,63,667,62,21,343,257,217,834,122,148,45,923,3843,3350,345,1128
3,12,182,23,11,1,190,188,30,76,138,8,4,159,1025,971,46,1129
7315,1007,1162,471,78,61,3886,2529,82,3426,683,206,61,11213,32180,31692,282,1130
2,12,130,12,7,2,105,42,15,44,10,27,3,83,494,440,27,1131
23,9,102,4,35,9,129,272,14,71,46,33,7,78,832,734,65,1132
45,280,26,44,32,6,249,500,7,212,96,45,9,564,2115,2016,54,1133
12,15,35,43,11,4,96,28,30,74,23,45,9,136,561,462,54,1134
75,251,287,215,100,35,857,600,91,702,116,226,49,1380,4984,4483,275,1135
13,22,65,5,25,94,542,351,13,40,37,103,8,64,1382,1139,140,1136
18,1,7,35,37,18,291,40,60,222,40,42,12,18,841,672,127,1137
9,64,17,64,13,11,92,47,32,44,13,45,10,164,625,514,66,1138
763,28,174,28,30,6,749,558,1,247,132,22,8,51,2797,2730,45,1139
75,334,387,21,44,11,178,473,43,31,149,176,26,449,2397,2097,124,1140
1156,737,200,297,23,26,229,443,34,847,176,94,21,3779,8062,7864,104,1141
4,32,5,147,10,0,45,61,10,62,21,22,9,204,632,581,29,1142
6,4,11,67,9,11,292,81,23,195,114,26,6,73,918,843,49,1143
1337,107,96,45,136,68,527,153,519,137,21,418,425,238,4227,2661,1148,1144
8,38,6,5,3,2,0,0,4,2,4,30,7,14,123,77,16,1145
6,2,38,2,3,8,50,15,17,38,4,27,2,29,241,184,30,1146
33,19,39,8,19,9,168,68,6,16,19,40,0,29,473,399,34,1147
0,2,13,5,8,3,84,24,15,40,4,27,0,37,262,209,26,1148
9,117,22,516,57,16,660,116,95,893,763,54,62,528,3908,3624,230,1149
15,138,5,15,20,2,145,109,18,90,17,49,5,169,797,703,45,1150
13,111,35,74,46,22,563,645,17,147,114,83,21,424,2315,2126,106,1151
272,21,110,10,47,19,164,79,46,184,15,74,22,164,1227,1019,134,1152
15,282,122,32,33,32,36,158,85,29,34,110,32,212,1212,920,182,1153
34,15,59,27,75,32,389,76,41,265,14,125,27,167,1346,1046,175,1154
20,353,15,448,4,6,46,130,14,40,91,48,7,628,1850,1771,31,1155
47,11,81,18,27,9,619,294,6,146,316,102,7,53,1736,1585,49,1156
170,131,19,22,40,20,341,178,29,152,19,78,8,283,1490,1315,97,1157
1011,31,54,15,14,11,517,304,38,79,41,152,22,208,2497,2260,85,1158
1,40,7,5,7,5,125,84,2,37,29,15,2,45,404,373,16,1159
7,6,10,10,5,3,110,16,3,84,9,18,1,34,316,286,12,1160
4,55,107,113,15,13,397,409,129,472,199,51,29,1126,3119,2882,186,1161
2,34,45,381,120,45,331,129,336,662,203,117,86,528,3019,2315,587,1162
95,182,1142,67,12,18,451,1289,11,94,2026,71,13,907,6378,6253,54,1163
1049,2467,830,3944,163,83,3623,3157,147,3365,442,469,80,10218,30037,29095,473,1164
70,627,113,2113,37,16,1049,764,49,1493,454,107,27,3953,10872,10636,129,1165
458,396,137,74,40,15,471,558,21,243,95,96,17,1226,3847,3658,93,1166
16,62,31,363,36,12,553,94,108,740,241,50,34,302,2642,2402,190,1167
14,34,223,67,31,13,253,128,52,328,22,96,12,588,1861,1657,108,1168
1423,168,211,69,34,186,12,82,103,9,81,170,221,65,2834,2120,544,1169
346,99,344,76,22,16,50,152,21,58,68,49,19,388,1708,1581,78,1170
1960,349,471,1082,273,159,412,752,363,1640,425,537,295,4131,12849,11222,1090,1171
217,34,222,26,5,10,232,400,11,39,236,44,47,106,1629,1512,73,1172
93,167,138,38,44,28,219,489,68,76,117,107,52,458,2094,1795,192,1173
22,276,28,25,0,14,295,468,9,44,170,53,2,203,1609,1531,25,1174
124,174,182,35,10,13,655,545,20,195,105,97,12,1040,3207,3055,55,1175
5,131,77,66,60,39,257,333,201,280,69,111,76,464,2169,1682,376,1176
1396,30,325,80,9,31,568,157,64,340,137,64,36,65,3302,3098,140,1177
951,1267,577,3269,73,39,986,902,55,960,480,103,23,4958,14643,14350,190,1178
18,152,147,17,2,5,50,100,8,28,43,17,1,191,779,746,16,1179
5,10,11,22,89,17,99,25,41,98,13,43,7,105,585,388,154,1180
18,3,23,41,26,11,296,48,211,245,19,41,82,59,1123,752,330,1181
8,20,13,36,15,8,331,72,14,201,56,29,21,101,925,838,58,1182
50,45,365,120,26,26,94,286,142,34,389,170,209,589,2545,1972,403,1183
433,289,156,7,23,2,23,130,7,9,22,60,13,246,1420,1315,45,1184
28,100,108,16,32,22,190,221,34,69,47,35,9,147,1058,926,97,1185
48,118,23,384,24,10,342,82,25,322,49,68,9,323,1827,1691,68,1186
59,44,903,107,26,11,424,514,34,319,320,33,44,761,3599,3451,115,1187
18,77,203,135,60,23,261,412,55,141,433,53,78,738,2687,2418,216,1188
2,192,10,304,9,2,122,61,7,119,65,24,2,586,1505,1461,20,1189
93,84,575,30,6,5,171,266,21,78,61,84,11,424,1909,1782,43,1190
190,342,277,11,29,17,87,511,60,38,239,98,21,230,2150,1925,127,1191
12,13,20,17,9,5,255,23,23,132,23,90,6,91,719,586,43,1192
66,7,28,148,26,11,156,54,27,185,30,62,22,310,1132,984,86,1193
46,381,53,7,4,9,244,402,5,20,166,44,7,78,1466,1397,25,1194
57,333,198,674,154,49,1307,1115,176,1587,225,211,79,2095,8260,7591,458,1195
933,212,300,44,52,7,263,372,22,118,53,126,88,411,3001,2706,169,1196
13,19,140,7,10,4,108,111,45,6,43,49,4,28,587,475,63,1197
112,178,156,55,32,106,63,236,368,14,76,210,209,157,1972,1047,715,1198
136,99,89,233,24,57,30,62,51,113,102,81,121,229,1427,1093,253,1199
7,11,31,87,30,22,539,130,60,484,209,65,23,157,1855,1655,135,1200
350,1185,298,175,13,2,42,420,17,31,89,51,21,1062,3756,3652,53,1201
1173,214,249,35,17,28,1279,1779,20,500,258,74,10,596,6232,6083,75,1202
6,25,23,231,77,17,310,37,76,389,25,54,48,243,1561,1289,218,1203
19,14,482,222,27,13,239,233,2,109,119,32,13,338,1862,1775,55,1204
27,351,32,92,16,4,16,85,6,67,65,46,7,406,1220,1141,33,1205
8,21,150,162,51,8,505,247,28,525,116,58,4,631,2514,2365,91,1206
248,8,85,145,7,5,241,47,17,84,22,67,7,110,1093,990,36,1207
7,57,41,95,93,49,110,162,40,27,30,61,19,66,857,595,201,1208
27,76,12,20,33,4,224,70,83,79,6,71,21,199,925,713,141,1209
66,9,136,8,8,4,224,174,9,25,13,52,3,24,755,679,24,1210
16,256,227,51,58,73,788,1462,128,300,614,74,82,461,4590,4175,341,1211
181,281,118,64,36,33,663,390,106,592,47,184,8,1265,3968,3601,183,1212
198,83,147,14,25,62,553,436,21,39,264,121,24,79,2066,1813,132,1213
7,17,81,34,13,13,215,105,115,111,19,50,47,209,1036,798,188,1214
10,45,111,173,5,14,232,79,32,219,96,68,15,324,1423,1289,66,1215
1357,71,461,58,105,7,1081,178,105,891,82,173,105,520,5194,4699,322,1216
79,133,188,112,28,32,129,162,53,93,40,73,33,332,1487,1268,146,1217
25,27,66,22,58,6,52,51,71,10,14,43,26,36,507,303,161,1218
12,19,201,45,104,33,426,192,111,403,136,57,18,325,2082,1759,266,1219
4,293,115,2,10,8,3,143,7,6,87,20,10,98,806,751,35,1220
21,24,132,256,31,24,1513,492,44,745,910,113,26,311,4642,4404,125,1221
689,24,347,20,31,15,759,657,15,737,69,60,25,540,3988,3842,86,1222
245,180,69,327,44,42,111,118,56,101,49,144,49,507,2042,1707,191,1223
15,225,21,89,15,9,71,73,7,56,30,20,2,270,903,850,33,1224
16,326,46,12,37,7,225,339,9,60,49,38,13,481,1658,1554,66,1225
110,31,145,10,20,19,201,178,55,150,13,85,8,168,1193,1006,102,1226
1,424,15,9,5,1,53,250,5,6,154,15,1,143,1082,1055,12,1227
286,164,343,55,95,28,1435,1542,24,480,253,111,24,1693,6533,6251,171,1228
757,70,216,53,62,26,317,117,93,98,30,303,59,253,2454,1911,240,1229
28,13,37,7,33,17,139,86,37,50,19,39,28,30,563,409,115,1230
127,15,369,32,2,3,161,224,15,83,151,20,2,124,1328,1286,22,1231
158,86,85,40,50,14,914,518,57,383,41,130,21,376,2873,2601,142,1232
15,24,178,16,17,67,401,291,204,120,31,194,17,91,1666,1167,305,1233
50,424,87,316,35,13,394,312,45,371,42,210,6,2040,4345,4036,99,1234
3,83,51,8,3,5,202,156,10,20,17,53,10,65,686,605,28,1235
14,106,67,104,10,18,14,83,25,48,17,43,9,293,851,746,62,1236
11,12,259,100,2,4,72,58,19,80,33,26,7,211,894,836,32,1237
16,21,29,14,28,10,197,130,11,43,38,43,12,46,638,534,61,1238
4,17,26,11,9,4,286,304,16,88,64,62,5,241,1137,1041,34,1239
170,100,411,41,13,18,1178,861,34,686,266,62,6,243,4089,3956,71,1240
73,169,34,83,14,5,9,136,5,26,65,16,11,413,1059,1008,35,1241
2,6,4,72,34,5,161,33,51,114,14,28,21,86,631,492,111,1242
1167,199,669,65,46,225,19,490,54,25,402,95,72,218,3746,3254,397,1243
41,12,44,45,31,25,506,121,35,312,36,59,13,109,1389,1226,104,1244
9,30,57,25,88,13,117,119,42,39,29,90,17,176,851,601,160,1245
3,135,237,63,17,11,411,588,6,176,140,34,7,355,2183,2108,41,1246
3,27,3,62,11,12,152,83,33,55,9,33,3,125,611,519,59,1247
4,12,20,8,40,19,76,52,36,88,4,56,15,112,542,376,110,1248
8,411,71,15,19,17,3,129,32,5,129,68,20,106,1033,877,88,1249
104,23,25,22,85,11,216,215,76,113,42,105,38,252,1327,1012,210,1250
62,5,79,7,21,14,145,73,29,82,11,41,5,28,602,492,69,1251
171,34,289,84,35,11,734,1406,90,323,1084,58,32,281,4632,4406,168,1252
276,32,147,186,54,21,971,531,36,81,63,191,17,118,2724,2405,128,1253
1132,136,196,16,19,22,1772,721,57,104,67,162,14,115,4533,4259,112,1254
4,11,335,16,1,9,199,199,10,60,70,28,5,132,1079,1026,25,1255
502,22,71,5,89,82,53,33,164,19,1,267,182,19,1509,725,517,1256
4,36,40,13,23,4,241,160,9,80,25,24,2,142,803,741,38,1257
75,91,21,148,23,10,30,58,6,41,25,33,14,343,918,832,53,1258
11,33,140,189,33,9,174,69,31,278,39,37,14,471,1528,1404,87,1259
1,103,24,19,27,5,64,89,9,106,25,51,5,249,777,680,46,1260
11,27,76,8,3,1,233,223,22,29,20,70,10,96,829,723,36,1261
380,230,47,371,51,22,144,57,69,282,44,38,52,536,2323,2091,194,1262
118,86,44,42,14,9,23,129,12,34,56,30,19,349,965,881,54,1263
17,12,1,60,3,1,123,24,22,172,18,12,18,94,577,521,44,1264
3,35,72,261,24,0,464,169,25,871,68,51,8,482,2533,2425,57,1265
18,5,11,30,26,11,118,18,60,125,8,62,19,26,537,359,116,1266
94,746,354,20,15,13,345,588,27,31,312,90,22,383,3040,2873,77,1267
7,17,124,31,1,1,195,108,4,90,24,34,0,305,941,901,6,1268
1,14,108,7,52,12,123,69,49,33,7,68,18,51,612,413,131,1269
13,80,112,4,8,0,168,238,4,15,92,33,7,125,899,847,19,1270
8,24,26,28,21,8,307,110,49,104,32,37,13,112,879,751,91,1271
13,101,30,54,53,13,124,111,19,153,19,59,4,639,1392,1244,89,1272
317,84,111,2,6,4,183,223,12,17,25,40,5,143,1172,1105,27,1273
37,31,314,15,3,0,155,310,4,45,142,20,0,506,1582,1555,7,1274
14,154,56,60,20,9,227,218,28,222,83,53,8,667,1819,1701,65,1275
13,288,31,1381,25,13,564,362,11,194,196,44,5,1078,4205,4107,54,1276
24,84,378,16,20,24,366,782,20,32,1383,73,10,221,3433,3286,74,1277
64,377,45,742,13,13,324,96,26,194,38,56,7,889,2884,2769,59,1278
31,34,21,15,49,62,16,31,88,17,6,72,40,95,577,266,239,1279
13,38,406,72,7,4,73,197,18,75,101,18,2,350,1374,1325,31,1280
12,932,149,36,20,5,5,495,15,19,931,52,9,537,3217,3116,49,1281
605,651,860,709,57,14,871,1218,225,1233,356,119,76,3210,10204,9713,372,1282
26,2,29,15,18,12,531,278,12,118,33,39,4,62,1179,1094,46,1283
30,5,74,9,21,5,93,141,22,21,29,44,7,55,556,457,55,1284
18,8,46,105,65,41,560,282,397,304,224,86,156,123,2415,1670,659,1285
8,52,71,5,16,12,45,133,32,1,16,41,4,28,464,359,64,1286
8,4,77,12,4,4,316,249,8,70,87,41,6,41,927,864,22,1287
137,59,109,3,6,14,5,97,18,2,17,46,8,43,564,472,46,1288
6,109,250,95,12,20,275,421,10,114,193,26,8,348,1887,1811,50,1289
2,9,14,24,10,11,62,17,44,66,11,26,6,111,413,316,71,1290
3,4,25,11,11,17,128,56,49,73,4,47,2,57,487,361,79,1291
17,17,214,11,5,2,76,235,34,12,235,51,8,80,997,897,49,1292
418,396,434,137,11,18,252,1210,35,46,739,103,12,581,4392,4213,76,1293
29,19,69,5,20,7,247,232,4,7,30,47,3,66,785,704,34,1294
1,14,189,23,5,2,55,83,8,33,43,7,0,158,621,599,15,1295
4,6,20,44,22,5,145,63,86,131,16,40,40,177,799,606,153,1296
4,29,23,304,31,13,688,121,42,293,149,73,18,128,1916,1739,104,1297
45,223,41,11,32,6,64,149,44,35,25,117,19,177,988,770,101,1298
27,220,656,16,8,10,293,913,11,39,1294,21,11,322,3841,3780,40,1299
6,195,133,7,16,12,41,180,41,14,104,38,12,116,915,796,81,1300
48,35,29,11,7,8,195,84,25,131,16,35,15,175,814,724,55,1301
4,128,5,314,4,1,17,50,0,61,48,8,1,421,1062,1048,6,1302
101,19,27,335,24,26,474,245,33,130,46,58,9,155,1682,1532,92,1303
200,112,182,121,5,3,99,132,1,168,181,8,7,785,2004,1980,16,1304
29,132,454,177,23,15,655,555,16,654,248,65,11,1529,4563,4433,65,1305
3,271,27,60,2,2,19,86,2,12,17,16,6,294,817,789,12,1306
155,20,101,29,41,37,10,108,51,19,25,41,89,109,835,576,218,1307
29,32,118,6,25,40,263,194,77,108,10,98,17,47,1064,807,159,1308
7,155,21,199,50,18,113,98,98,210,28,49,18,525,1589,1356,184,1309
6,157,163,805,55,25,878,678,33,1469,81,206,13,2020,6589,6257,126,1310
2,11,297,16,1,1,162,123,12,54,74,28,0,87,868,826,14,1311
126,149,301,161,8,3,214,240,15,450,97,23,6,991,2784,2729,32,1312
79,31,91,114,7,3,330,206,38,449,37,64,8,255,1712,1592,56,1313
27,159,16,983,28,20,742,206,24,508,732,32,29,863,4369,4236,101,1314
82,9,20,4,11,3,181,99,19,48,8,49,2,7,542,458,35,1315
11,7,63,86,17,18,196,125,26,267,36,34,3,95,984,886,64,1316
11,5,72,90,6,7,97,29,9,67,30,47,9,190,669,591,31,1317
580,170,259,227,86,70,684,1417,121,356,283,151,52,221,4677,4197,329,1318
38,22,144,35,2,3,212,95,1,209,12,18,0,306,1097,1073,6,1319
383,132,255,12,12,7,223,435,12,19,113,57,12,113,1785,1685,43,1320
13,7,25,28,4,9,249,118,31,105,23,32,12,71,727,639,56,1321
6,24,47,13,28,15,192,142,31,82,26,56,5,96,763,628,79,1322
2,57,14,0,28,17,5,50,26,6,6,29,12,68,320,208,83,1323
4,13,231,20,7,2,149,144,41,94,53,20,3,139,920,847,53,1324
12,28,1560,14,13,4,229,264,33,143,66,45,2,327,2740,2643,52,1325
9,9,36,54,22,21,319,235,56,269,74,33,15,59,1211,1064,114,1326
0,32,42,47,10,3,169,43,5,128,23,18,0,165,685,649,18,1327
19,74,26,106,21,21,433,174,100,204,51,44,41,218,1532,1305,183,1328
3,20,66,24,16,13,175,119,18,86,44,31,12,92,719,629,59,1329
17,141,40,28,16,29,31,128,56,11,14,30,22,135,698,545,123,1330
3,17,40,30,23,3,94,42,22,112,22,22,8,131,569,491,56,1331
28,25,37,101,4,7,559,164,18,417,112,32,2,406,1912,1849,31,1332
51,58,56,18,39,32,978,489,31,191,30,118,26,187,2304,2058,128,1333
5,24,75,10,5,3,346,157,5,307,35,35,1,221,1229,1180,14,1334
54,29,27,11,49,12,471,266,20,21,30,114,12,51,1167,960,93,1335
1,19,7,82,11,4,181,21,30,156,13,15,5,108,653,588,50,1336
41,228,4,442,8,9,18,117,2,12,107,28,1,351,1368,1320,20,1337
13,62,109,39,28,9,386,304,32,258,52,57,11,389,1749,1612,80,1338
23,19,43,25,5,9,226,200,46,208,79,42,44,194,1163,1017,104,1339
3,5,48,2,88,63,131,106,45,15,11,53,17,38,625,359,213,1340
83,13,185,46,13,10,302,197,6,349,71,21,4,385,1685,1631,33,1341
660,156,274,21,16,13,272,436,16,40,62,69,21,206,2262,2127,66,1342
20,8,39,431,18,4,1126,211,15,831,485,46,5,125,3364,3276,42,1343
4,185,25,305,1,2,39,32,11,15,22,17,3,284,945,911,17,1344
33,18,86,4,39,13,150,75,6,26,6,55,6,40,557,438,64,1345
7,14,9,41,40,9,255,24,49,186,6,53,10,142,845,684,108,1346
938,3232,1428,6305,338,197,9787,11111,335,6217,3586,1129,155,21210,65968,63814,1025,1347
1,252,19,33,12,0,68,134,13,60,27,27,12,313,971,907,37,1348
4,2,45,76,65,42,93,43,93,142,14,38,29,69,755,488,229,1349
8,33,202,36,11,2,155,170,13,111,55,31,5,405,1237,1175,31,1350
6,77,14,6,45,5,56,82,14,37,11,23,5,84,465,373,69,1351
13,21,37,14,10,20,167,101,52,85,8,80,13,254,875,700,95,1352
73,42,70,10,24,22,135,112,27,46,9,61,2,175,808,672,75,1353
907,89,94,601,22,34,357,232,42,127,58,85,83,449,3180,2914,181,1354
523,89,157,49,13,12,367,113,69,382,33,227,96,430,2560,2143,190,1355
5,33,66,2,18,13,105,135,6,10,26,27,4,43,493,425,41,1356
259,19,127,61,13,50,125,156,33,229,33,72,17,346,1540,1355,113,1357
0,10,53,68,7,1,113,38,8,181,18,14,2,122,635,603,18,1358
131,81,117,134,12,29,81,176,6,77,60,38,17,447,1406,1304,64,1359
3,19,14,369,20,6,223,62,21,185,52,36,15,219,1244,1146,62,1360
8,11,186,9,2,4,129,88,33,31,35,60,7,91,694,588,46,1361
7,4,15,35,37,23,241,55,83,108,16,63,39,35,761,516,182,1362
109,0,44,17,16,5,281,242,10,89,39,27,9,17,905,838,40,1363
31,106,9,344,13,6,83,71,11,52,109,14,7,196,1052,1001,37,1364
6,56,359,4,13,3,191,213,68,35,48,35,6,118,1155,1030,90,1365
222,150,242,10,14,11,22,456,60,13,552,88,26,53,1919,1720,111,1366
6,7,15,67,44,10,123,38,86,181,12,63,20,140,812,589,160,1367
1,15,11,36,8,3,73,23,5,58,4,20,3,115,375,336,19,1368
6,26,17,4,67,4,207,133,29,49,17,43,10,50,662,509,110,1369
172,20,57,73,5,0,81,54,2,74,15,10,4,307,874,853,11,1370
15,480,18,250,9,5,110,91,32,100,38,75,13,615,1851,1717,59,1371
38,33,81,8,34,16,537,294,133,149,18,174,19,283,1817,1441,202,1372
3,16,47,41,1,0,51,14,7,93,6,9,4,140,432,411,12,1373
3,332,21,6,12,2,169,330,4,4,57,37,1,70,1048,992,19,1374
2,19,2,51,6,2,163,16,8,129,55,15,2,98,568,535,18,1375
69,20,37,11,40,9,357,218,28,105,15,98,8,48,1063,880,85,1376
8,191,21,19,94,15,82,135,76,55,9,139,19,421,1284,941,204,1377
227,87,332,297,5,2,77,125,4,48,175,17,6,681,2083,2049,17,1378
20,748,79,263,17,7,18,155,42,98,61,77,22,765,2372,2207,88,1379
16,96,132,4,8,8,47,162,45,10,73,37,7,92,737,632,68,1380
13,45,12,7,7,0,29,47,11,17,7,28,2,96,321,273,20,1381
46,41,103,28,32,12,691,347,83,285,63,73,17,148,1969,1752,144,1382
2,37,322,37,4,2,97,125,12,49,52,30,4,275,1048,996,22,1383
25,285,25,16,0,5,1,135,5,2,366,22,7,182,1076,1037,17,1384
27,4399,192,176,32,10,131,1110,27,352,793,98,45,3422,10814,10602,114,1385
80,1394,307,502,37,21,85,366,38,223,119,203,55,2572,6002,5648,151,1386
695,224,377,250,20,4,596,616,10,1100,197,54,7,2108,6258,6163,41,1387
43,25,111,10,17,19,319,155,95,174,20,74,32,103,1197,960,163,1388
90,370,13,842,11,8,14,190,7,117,280,23,4,1471,3440,3387,30,1389
68,45,5,18,3,0,248,79,10,160,8,40,4,100,788,731,17,1390
457,44,104,62,25,62,107,62,397,193,11,328,45,284,2181,1324,529,1391
0,22,6,80,9,12,275,74,79,134,12,24,26,126,879,729,126,1392
257,46,341,85,4,3,94,139,20,44,78,47,9,465,1632,1549,36,1393
5,7,26,80,6,2,186,56,34,106,18,77,6,97,706,581,48,1394
6,16,85,6,11,13,136,128,20,34,30,40,16,53,594,494,60,1395
102,170,54,88,13,10,35,104,25,41,73,50,36,168,969,835,84,1396
0,8,13,4,10,8,74,8,32,42,4,16,4,24,247,177,54,1397
29,6,111,14,15,3,525,207,20,117,35,60,11,78,1231,1122,49,1398
2466,147,93,136,24,7,211,104,28,60,40,135,23,207,3681,3464,82,1399
87,33,48,1,1,0,209,252,2,12,35,20,5,27,732,704,8,1400
47,91,6,305,12,5,47,172,34,142,23,55,21,636,1596,1469,72,1401
1,6,74,21,15,6,69,39,38,54,16,44,7,116,506,396,66,1402
80,31,23,55,25,14,585,144,19,277,13,87,4,73,1430,1281,62,1403
19,422,28,9,8,6,5,54,16,34,9,65,11,292,978,872,41,1404
8,1,26,18,24,8,247,41,48,168,14,27,14,59,703,582,94,1405
41,661,122,577,7,6,44,171,35,125,151,26,15,1067,3048,2959,63,1406
5,118,113,73,95,29,293,299,112,232,29,208,21,533,2160,1695,257,1407
9,15,267,12,4,8,234,156,10,66,31,30,3,68,913,858,25,1408
7,57,15,3,16,12,70,94,101,6,8,139,19,32,579,292,148,1409
8,4,26,37,17,4,161,42,62,228,16,26,25,114,770,636,108,1410
15,341,76,283,7,10,30,212,14,36,188,52,10,589,1863,1770,41,1411
251,316,13,95,8,0,25,107,3,21,26,24,0,663,1552,1517,11,1412
3,7,0,47,11,3,113,31,23,81,7,16,4,33,379,322,41,1413
410,561,197,134,79,48,1404,829,112,1228,73,384,13,3410,8882,8246,252,1414
26,335,55,140,2,4,35,50,8,62,22,14,6,383,1142,1108,20,1415
23,10,94,40,15,8,179,163,25,95,18,43,10,220,943,842,58,1416
302,924,101,2306,92,124,986,632,231,497,119,612,77,1617,8620,7484,524,1417
22,6,39,4,5,2,287,133,5,96,18,24,3,29,673,634,15,1418
205,346,125,360,88,74,722,352,263,820,133,207,95,1308,5098,4371,520,1419
8,173,9,362,19,10,158,104,23,93,62,96,7,333,1457,1302,59,1420
149,80,18,73,39,28,154,103,235,219,27,68,184,549,1926,1372,486,1421
1,8,30,15,35,4,81,23,28,30,1,27,15,25,323,214,82,1422
13,140,5,1560,12,16,766,231,39,335,307,57,13,1055,4549,4412,80,1423
4,2,120,14,32,25,142,74,48,114,23,34,3,85,720,578,108,1424
72,41,122,23,34,13,243,113,18,151,25,67,8,560,1490,1350,73,1425
51,795,116,791,28,8,270,275,45,335,102,37,22,1109,3984,3844,103,1426
12,30,32,43,35,8,264,73,51,55,8,78,15,116,820,633,109,1427
462,266,78,93,8,14,22,69,26,102,69,49,25,771,2054,1932,73,1428
0,29,3,106,14,12,41,20,51,33,2,17,10,82,420,316,87,1429
182,72,171,116,35,1,237,197,53,414,34,75,43,547,2177,1970,132,1430
20,230,173,41,45,18,45,202,52,96,19,78,19,729,1767,1555,134,1431
6,8,124,8,1,21,84,154,96,8,50,38,8,48,654,490,126,1432
11,90,89,95,11,12,72,82,25,87,28,13,6,303,924,857,54,1433
7,224,7,497,1,5,121,97,10,78,48,7,23,620,1745,1699,39,1434
10,4,238,4,1,4,176,108,12,46,20,42,4,31,700,637,21,1435
7,23,177,84,89,76,568,292,63,203,138,122,20,102,1964,1594,248,1436
1068,588,438,389,73,63,2253,2146,73,1205,270,174,37,2008,10785,10365,246,1437
255,117,61,96,13,6,36,123,6,280,29,40,2,906,1970,1903,27,1438
5,29,280,28,12,9,202,412,11,22,260,41,22,235,1568,1473,54,1439
89,31,228,20,19,24,657,575,172,266,114,138,17,114,2464,2094,232,1440
7,3,5,201,24,18,161,38,17,76,31,35,7,89,712,611,66,1441
13,5,25,23,12,4,280,77,24,170,13,30,8,119,803,725,48,1442
120,43,97,7,17,14,356,476,3,39,97,37,6,45,1357,1280,40,1443
40,57,172,34,25,8,283,178,34,226,26,41,14,595,1733,1611,81,1444
98,151,111,6,9,9,10,223,28,7,126,116,8,48,950,780,54,1445
200,258,507,280,18,26,358,844,24,469,564,76,13,1818,5455,5298,81,1446
17,14,59,51,20,8,61,17,84,146,10,41,26,117,671,492,138,1447
211,1658,380,1647,38,24,178,762,81,753,261,116,71,3013,9193,8863,214,1448
11,132,729,239,20,24,953,961,102,1145,1614,27,36,1400,7393,7184,182,1449
46,261,200,41,13,12,367,874,17,58,606,79,23,255,2852,2708,65,1450
563,480,668,707,5,6,291,313,5,717,215,29,10,2346,6355,6300,26,1451
12,280,9,692,5,0,104,126,1,132,148,9,3,826,2347,2329,9,1452
230,2376,109,1812,18,4,92,300,7,197,789,42,35,2854,8865,8759,64,1453
30,111,429,727,43,31,1221,422,139,2139,487,68,66,1784,7697,7350,279,1454
26,12,214,22,8,7,484,328,19,157,78,42,3,123,1523,1444,37,1455
2,58,121,50,5,5,251,313,24,61,180,20,8,186,1284,1222,42,1456
